tick,employed_households(Über Haushalte),BeschäftigteLeute(über Unternehmen),openPositions,durchschnittsgehalt,durchschnittspreis,durchschnittsinventar,gesamtNachfrageLetzterMonat,geplanterMonatlicherKonsum(Haushalte),allUnternehmenMoney,allHaushalteMoney,allMoney
38871.0,994,994,20,1.019261505308693,1.80022564701547,565.31,108925.41658983825,34627.099153639814,75032.67638418222,124967.32361581804,200000.00000000026
38892.0,994,994,21,1.0212031831461617,1.802000328098368,552.84,119201.3617284255,34817.45930063814,72749.12203007242,127250.87796992753,199999.99999999994
38913.0,993,993,21,1.0182299196924582,1.8027290080630436,535.49,120427.58409692174,34706.849500797376,76669.39958536827,123330.60041463167,199999.99999999994
38934.0,988,988,23,1.0186928507536346,1.8011233305677914,504.35,118016.46258188515,34496.32761697185,76649.08392908607,123350.91607091407,200000.00000000015
38955.0,988,988,23,1.022094304310643,1.8000755218919948,517.49,125312.34423831939,34719.16111753855,71251.52311878857,128748.47688121146,200000.00000000003
38976.0,991,991,17,1.029143048202032,1.8010831782495194,532.1,136581.88849034416,34693.761479973364,71125.90640498039,128874.09359501996,200000.00000000035
38997.0,990,990,17,1.029050201033897,1.8010237165841088,528.0,89831.75806075863,34770.30704072476,73072.19355708813,126927.8064429121,200000.00000000023
39018.0,984,984,19,1.034066303630006,1.799784079795063,496.63,119813.55260670595,34550.08973434686,79106.52551988477,120893.47448011556,200000.00000000035
39039.0,984,984,15,1.0334275939769788,1.7982279168938882,502.94,128990.37338231286,34844.14520637203,71281.83080328745,128718.16919671306,200000.00000000052
39060.0,987,987,14,1.0331411277582654,1.7985516688377787,510.89,130554.59302365957,34806.307049229144,68759.54035650686,131240.45964349376,200000.0000000006
39081.0,995,995,16,1.033358336116356,1.8019759223516925,508.85,116027.84801276479,34359.55750907553,73031.98320240443,126968.01679759598,200000.0000000004
39102.0,996,996,24,1.0334410966828553,1.8018167544486459,519.86,116918.61545850855,35100.11967017768,71370.90758453538,128629.0924154652,200000.00000000058
39123.0,991,991,30,1.0303215783629,1.8059946012921813,541.62,131560.7098732629,34677.522656027904,70213.02869619738,129786.97130380335,200000.00000000073
39144.0,994,994,27,1.024676096990128,1.8057832218190988,514.21,131127.85138397155,34521.6149319112,78933.89662704573,121066.10337295484,200000.00000000058
39165.0,992,992,27,1.0228470143179036,1.8047988024303074,526.98,113825.89783132185,34687.38140688184,70727.5973106502,129272.40268935046,200000.00000000067
39186.0,993,993,24,1.0254226071629713,1.804562285522512,554.51,134750.18818401673,34647.57545438347,69241.62518723375,130758.374812767,200000.00000000076
39207.0,994,994,22,1.0241285510316176,1.8063625855137868,541.75,125209.70204250798,34680.62033709614,74227.56819893776,125772.43180106259,200000.00000000035
39228.0,992,992,22,1.0236549918253735,1.8064982578170454,562.22,126147.65679557859,34489.994972005115,68437.92356795393,131562.0764320466,200000.00000000052
39249.0,989,989,18,1.0248417123121596,1.8063529848933002,558.1,144283.09324125113,34572.40260475777,74264.83448617603,125735.16551382431,200000.00000000035
39270.0,991,991,25,1.0252428215149434,1.8104824604068608,540.56,117059.62682996027,34654.20727435733,76242.7247880106,123757.27521198982,200000.0000000004
39291.0,997,997,25,1.028611808491869,1.8106989695459372,557.07,136497.99111849812,34261.281255782094,72269.30661979981,127730.69338020052,200000.00000000035
39312.0,992,992,30,1.0260728303595783,1.8106610624253703,584.22,123065.62177518399,34548.21864209063,67902.99428670383,132097.00571329662,200000.00000000047
39333.0,993,993,17,1.028992990394551,1.8097760484920031,584.74,133005.0088226246,34598.50495147468,72856.97633078218,127143.02366921821,200000.0000000004
39354.0,988,988,26,1.0215638062539585,1.8085172711990773,592.51,96675.15462361749,34321.32633941191,72293.04730866107,127706.9526913392,200000.0000000003
39375.0,986,986,18,1.0218363184607226,1.8080370552787663,612.26,103922.12788158224,34592.97287027946,69391.13323774484,130608.86676225548,200000.00000000032
39396.0,984,984,10,1.0207751041472113,1.8074084450555852,607.18,111939.59163891585,34565.06204425025,72389.70789516304,127610.29210483734,200000.00000000038
39417.0,982,982,11,1.0209154974775296,1.8098218341215582,605.06,128090.21371133902,34558.45515381827,72004.55197390883,127995.44802609137,200000.0000000002
39438.0,990,990,9,1.015311083689641,1.8114610511582083,592.39,97960.31742349286,34201.371271170035,73895.77340864854,126104.22659135178,200000.00000000032
39459.0,986,986,15,1.0127524667563192,1.8110490552879823,618.54,118209.073041087,34521.715318487964,67354.6752854147,132645.32471458535,200000.00000000006
39480.0,988,988,19,1.012579077511463,1.8113582726336468,621.56,112569.55696925311,34269.67624168932,69799.2594770799,130200.7405229206,200000.00000000052
39501.0,991,991,21,1.0126931140717563,1.808669682633909,637.86,117032.18584542559,34623.156562640565,70642.88380449443,129357.11619550588,200000.0000000003
39522.0,991,991,20,1.0172295955741257,1.8088560510729008,622.51,113341.23883158149,34510.75394680359,74858.93795450567,125141.0620454944,200000.00000000006
39543.0,989,989,23,1.0169817184346042,1.8087328185158962,611.37,126935.04779981404,34704.902719580416,71989.23560631303,128010.76439368748,200000.00000000052
39564.0,987,987,29,1.0166298883874951,1.808441840365186,607.33,125351.37973100656,34694.04904725387,73121.38994630806,126878.61005369211,200000.00000000017
39585.0,991,991,26,1.0175236680779705,1.808719081387025,631.75,91796.11440637866,34879.03462912508,68179.9517721365,131820.04822786368,200000.00000000017
