tick,employed_households(Über Haushalte),BeschäftigteLeute(über Unternehmen),openPositions,durchschnittsgehalt,durchschnittspreis,durchschnittsinventar,gesamtNachfrageLetzterMonat,geplanterMonatlicherKonsum(Haushalte),allUnternehmenMoney,allHaushalteMoney,allMoney
54768.0,983,983,19,0.9887411652813166,1.7792152669559997,546.75,107970.66777249901,34837.69634538804,76317.96249761542,123682.03750238451,199999.99999999994
54789.0,987,987,16,0.9921089054052459,1.7781631569538119,561.24,100241.58297169511,34992.60736173359,68388.71191042135,131611.28808957885,200000.0000000002
54810.0,984,984,12,0.9968102698879169,1.7773687932454694,570.23,86827.57648578513,34836.56202032063,69214.59003232369,130785.40996767645,200000.00000000012
54831.0,984,984,5,0.9958801670259605,1.7767627196246396,545.76,105501.91568529315,35101.690545890226,74291.965015627,125708.03498437333,200000.00000000035
54852.0,981,981,3,0.9934980491409,1.7767232964461661,571.73,124056.09947866751,35247.59699219423,65444.16882669223,134555.83117330854,200000.00000000076
54873.0,986,986,5,0.9882822001641888,1.774676803475692,532.98,123065.56011127033,34950.357065402386,76751.26251640839,123248.73748359222,200000.0000000006
54894.0,985,985,5,0.9859178497189869,1.7746733156666747,536.06,100839.5903758576,35206.92121452107,69605.08401085669,130394.91598914398,200000.00000000067
54915.0,984,984,11,0.9864807047848566,1.7722044336067933,532.03,118231.77300369578,34980.165735996954,68381.00292190205,131618.9970780986,200000.00000000064
54936.0,987,987,13,0.9901111871368532,1.7722952924653166,566.35,119073.81882948121,35232.41985059416,64405.77947926042,135594.22052074032,200000.00000000073
54957.0,992,992,14,0.9870273325896349,1.7724049227342906,579.45,97563.53146902083,35172.04489298172,68663.25397092651,131336.74602907416,200000.00000000067
54978.0,988,988,16,0.9839603124354593,1.7709049952029958,555.02,112416.16846676747,35189.89102303173,74892.57148946602,125107.42851053485,200000.00000000087
54999.0,981,981,10,0.9839004930548486,1.770088097237531,543.23,132000.60086084603,35176.31636261666,70954.64206159071,129045.35793841012,200000.00000000081
55020.0,984,984,8,0.9786914655757567,1.768058444784843,544.42,127040.32022702554,35153.01897059019,70225.48151562641,129774.51848437445,200000.00000000087
55041.0,983,983,13,0.9800088981971743,1.766800259406263,516.35,132374.19472753187,35254.146365551795,74984.73597984515,125015.26402015597,200000.0000000011
55062.0,984,984,17,0.9825229000137776,1.7657597553181852,540.92,117713.52388452565,35322.15887760404,66357.44759348473,133642.5524065165,200000.00000000122
55083.0,989,989,12,0.9888289983541604,1.7651455407958565,538.4,121306.31995475311,35377.042200368065,70798.16208736443,129201.837912637,200000.00000000143
55104.0,989,989,7,0.9841530297259458,1.7635274364329832,511.07,128062.22181043442,35427.68724298687,76132.66865202964,123867.3313479716,200000.00000000122
55125.0,989,989,11,0.9837622367806315,1.7631962362684337,500.32,136677.54359795447,35143.52805185836,72549.05543522234,127450.9445647788,200000.00000000114
55146.0,990,990,15,0.9858718406171667,1.7619372404812308,505.81,126913.71120297002,35118.710392342786,68855.68748805235,131144.31251194843,200000.0000000008
55167.0,996,996,23,0.9805696725939218,1.7630413212586966,530.53,117860.90265592825,35370.608673163755,65012.71483880962,134987.2851611914,200000.00000000102
55188.0,995,995,29,0.9835616467242566,1.7627473073980662,505.99,111438.89065307112,35419.99904079274,76278.73658007267,123721.26341992806,200000.00000000073
55209.0,991,991,28,0.9916604997171282,1.7613638866865813,522.21,138632.80570480373,35618.473944115656,68561.29419491664,131438.70580508417,200000.00000000081
55230.0,990,990,29,0.9995954090993778,1.761099835423113,558.07,126271.54069405113,35415.05476019217,64758.37433691473,135241.62566308645,200000.00000000116
55251.0,988,988,22,0.9946752733857696,1.759515210031086,531.65,109431.02590995887,35298.31597650839,75380.05134562876,124619.9486543718,200000.00000000055
55272.0,985,985,14,0.9911223241117016,1.758177464532406,523.93,131410.56417000003,35475.91933430498,72296.50419324082,127703.49580675995,200000.00000000076
55293.0,989,989,17,0.99532765575065,1.7593662519431421,528.3,144945.36310040663,35510.78716529015,70001.54497163212,129998.45502836873,200000.00000000084
55314.0,993,993,18,0.9834465450016132,1.7593647344077754,535.19,123500.33469980273,35556.5899545992,70672.14939119203,129327.85060880895,200000.000000001
55335.0,991,991,16,0.9841014706229632,1.757925294169799,537.59,136485.9927464899,35485.00933477894,69393.64066683993,130606.35933316074,200000.00000000067
55356.0,995,995,23,0.9869137824666706,1.759655646175364,546.54,113211.509813587,35445.84027792557,69984.05769987518,130015.94230012539,200000.00000000058
55377.0,990,990,28,0.9794766404098937,1.7589579520631662,527.52,113386.71244895684,35515.27806788835,72840.06705747044,127159.93294253047,200000.00000000093
55398.0,990,990,17,0.9864295030366376,1.7594799983440266,557.91,157796.79991832667,35445.895307245286,65337.59543784753,134662.40456215327,200000.00000000081
55419.0,991,991,21,0.9899069398757352,1.761479403154279,522.21,100901.57879527667,35201.45372220771,78367.06432632948,121632.93567367106,200000.00000000052
55440.0,995,995,22,0.9887493886510148,1.7615862680672416,506.6,121272.533399424,35436.14673249555,75012.63332033795,124987.36667966242,200000.00000000035
55461.0,993,993,27,0.9934139197479144,1.762151651483752,463.0,119534.77107936659,35389.21537618805,76070.29342779338,123929.70657220698,200000.00000000035
55482.0,994,994,33,0.9991927064751505,1.7636287714282375,480.87,150105.35015856673,35210.19558350741,69262.06529748932,130737.93470251103,200000.00000000035
55503.0,995,995,31,1.006118418202654,1.7672572327006086,491.47,123489.07011250996,35105.723155195476,70685.11994362439,129314.88005637589,200000.0000000003
55524.0,997,997,31,1.0055939241339729,1.7673594774492307,494.9,123640.13784835233,35622.41835595281,71276.28275559739,128723.71724440294,200000.00000000035
55545.0,993,993,14,1.009894091789932,1.7655486975111656,509.27,129295.50166576401,35354.64078893327,68415.62036136237,131584.37963863774,200000.00000000012
55566.0,993,993,22,1.008430691868786,1.7655988496839765,479.39,133701.06688251678,35196.901909242035,74428.35297034164,125571.64702965862,200000.00000000026
55587.0,989,989,19,1.006206385183884,1.7655140383925998,506.11,161195.3131528579,35496.50351956031,65525.43685225533,134474.56314774492,200000.00000000023
55608.0,994,994,23,1.0133436721170357,1.768918516914345,462.2,116236.32621748342,35371.562505235495,76941.17875335066,123058.82124664976,200000.0000000004
55629.0,990,990,25,1.01537537262388,1.768964996143495,459.47,120676.69722478683,35269.4057189248,72811.60830555584,127188.39169444445,200000.0000000003
55650.0,985,985,25,1.015828006270538,1.7694928941424095,421.85,150571.37787311844,35299.74496663952,77807.76716895284,122192.23283104735,200000.00000000017
55671.0,991,991,22,1.0213705158504793,1.7714678749873152,417.7,147997.348582218,35101.63440251379,72039.02983619121,127960.97016380925,200000.00000000047
55692.0,993,993,28,1.0252648523421477,1.774705412461938,429.62,155213.32496346897,35252.54688308557,69978.95866438755,130021.04133561299,200000.00000000052
55713.0,994,994,39,1.0221799336512927,1.776677447225826,443.06,112464.0575230612,35241.24523337333,68495.37886625812,131504.62113374262,200000.00000000076
55734.0,992,992,32,1.020895623391886,1.7763432309796854,483.69,115241.40904667285,35072.289804329776,66605.33682932817,133394.6631706722,200000.00000000035
55755.0,992,992,26,1.0222709070192906,1.7746649658779359,496.22,144739.57593216546,35082.929444204536,71031.00055824108,128968.99944175934,200000.0000000004
55776.0,993,993,25,1.0268361238289803,1.7710497213114171,538.73,145950.1560243561,35382.85110183924,64906.93639917349,135093.06360082675,200000.00000000023
55797.0,996,996,17,1.0303244963768652,1.7727708506235442,528.19,108338.52595115587,34981.672717522255,70635.89568111283,129364.10431888787,200000.0000000007
55818.0,991,991,17,1.024691215172287,1.7717179717019027,544.29,123916.47252326987,35232.476035506734,70445.65629101735,129554.34370898324,200000.00000000058
55839.0,993,993,21,1.0195014089006258,1.7742078939402994,539.34,143759.44603022258,35254.84628114688,71901.12729240175,128098.87270759858,200000.00000000035
55860.0,997,997,23,1.0197241415772171,1.7791555326451345,548.92,117269.8551740123,35212.73986244043,70606.43434263775,129393.56565736257,200000.00000000032
55881.0,999,999,21,1.0203764937456368,1.7776442100302028,565.57,105193.89667113751,35018.04622132336,69470.1128987253,130529.88710127538,200000.0000000007
55902.0,992,992,20,1.0180902754282664,1.7752470675800611,577.8,128362.70272715873,35101.23723698413,68427.01010719387,131572.9898928066,200000.00000000047
55923.0,990,990,27,1.0121723252414727,1.77588840565744,606.16,122543.58052710167,35293.503452017016,67860.28483415354,132139.71516584684,200000.00000000038
55944.0,998,998,15,1.0169616638794694,1.7766221644017974,600.73,142141.24582343866,35243.65115593597,72865.7416714317,127134.25832856871,200000.0000000004
55965.0,990,990,28,1.0135726848874218,1.778366925871795,615.05,131197.60743246734,35405.96430478194,71333.60241176758,128666.39758823287,200000.00000000047
55986.0,990,990,26,1.0233394314876405,1.779085503239839,606.72,87439.8086920712,35111.61643170563,72977.3259708644,127022.67402913599,200000.0000000004
56007.0,989,989,15,1.0280845212479535,1.7772633081121727,578.45,116827.54817583274,35060.627949087255,77855.1422669169,122144.8577330833,200000.0000000002
56028.0,985,985,13,1.0283280446900855,1.7780954223341765,554.09,101734.88510637367,34956.614188519794,76610.05223002037,123389.94776997993,200000.0000000003
56049.0,991,991,9,1.0255057100969844,1.7777431989780106,531.2,137375.3325192195,34878.24676067581,76982.55002335823,123017.44997664225,200000.00000000047
56070.0,990,990,15,1.0203143061221949,1.7820621972800228,503.82,131793.04137990662,35165.72557314619,76540.18828449612,123459.81171550427,200000.0000000004
56091.0,996,996,14,1.0201838600764745,1.7826974652015708,509.6,117811.84037002096,35380.1778597984,71795.76664738111,128204.23335261943,200000.00000000052
56112.0,989,989,10,1.0172961704309267,1.7800926401964698,546.41,129667.98137073622,34998.17097829237,65344.21015427554,134655.78984572444,200000.0
56133.0,986,986,18,1.0155139455075095,1.781415915555906,524.93,115304.89501466948,35086.15633489248,75042.85243844964,124957.14756155107,200000.0000000007
56154.0,990,990,19,1.020117823143552,1.7794529236672663,551.36,121898.98918263373,35109.1836800386,68149.72605224398,131850.2739477565,200000.00000000047
56175.0,987,987,22,1.02130541184728,1.7783032441610167,551.3,108884.55651478043,35141.5133230171,72518.67749048582,127481.32250951449,200000.0000000003
56196.0,989,989,20,1.0156960355622089,1.7795653519268135,542.59,140285.09582457418,35209.655949423824,73574.53748541913,126425.46251458136,200000.0000000005
56217.0,994,994,19,1.019387265756942,1.780503833460128,558.01,113670.67098008413,35106.30719687428,68028.73264134284,131971.26735865773,200000.00000000058
56238.0,994,994,26,1.02560575556657,1.7814859881861875,549.09,112026.23901313095,35113.102285179906,74791.65654073938,125208.34345926103,200000.0000000004
56259.0,991,991,23,1.0329244389548249,1.7832647317071086,545.95,101984.72597481342,35062.801929160494,73851.47460089842,126148.52539910204,200000.00000000047
56280.0,991,991,13,1.0339592430863889,1.7828016553902224,518.8,106058.82077326055,35327.545172703234,78143.02694153505,121856.97305846513,200000.00000000017
56301.0,987,987,9,1.0338429370415774,1.7819613730171542,518.31,107326.65388401807,34662.87278644014,70287.88153050511,129712.11846949512,200000.00000000023
56322.0,980,980,14,1.0328114537936368,1.7784734210228177,514.96,103825.22562574099,35097.25114859031,71297.20249666252,128702.79750333745,199999.99999999997
56343.0,982,982,13,1.0329074711036714,1.7784400195288368,527.02,138564.89449541594,35185.9893649148,71136.9905410758,128863.00945892428,200000.00000000006
56364.0,990,990,10,1.0362370046834743,1.7798793999510516,481.71,149818.85447209055,35141.61181499964,79870.6432051758,120129.35679482405,199999.99999999985
56385.0,994,994,22,1.0342543186853579,1.7816968858311428,513.5,103758.38010704635,35120.811169573986,65975.01566868811,134024.98433131172,199999.99999999983
56406.0,993,993,22,1.035334998571208,1.7801095359592451,503.59,125156.16246904817,35126.79405981062,75108.84430330565,124891.15569669449,200000.00000000015
56427.0,987,987,23,1.0361912032674123,1.7812497841406836,491.33,126758.79724430118,35127.21435057492,73655.23757124147,126344.76242875867,200000.00000000012
56448.0,988,988,18,1.0402918210832115,1.7802809811749623,477.52,133339.97475433175,35112.409521973575,74632.29389576895,125367.70610423123,200000.00000000017
56469.0,985,985,23,1.0407915897495643,1.7835512124451713,482.9,116859.5173593701,35106.583278318394,71614.08921957645,128385.9107804237,200000.00000000015
56490.0,989,989,22,1.0421053063402403,1.7826167343525297,488.75,125785.44180600789,35304.43345856078,71078.35445485778,128921.64554514205,199999.99999999983
56511.0,992,992,23,1.0364706920460043,1.7835277262192109,509.42,134787.0916052268,35064.328317896725,69240.95214238178,130759.04785761809,199999.99999999988
56532.0,990,990,29,1.0335433728830028,1.7834514609099223,511.88,141382.09625394532,34682.784217769615,72599.22994910886,127400.77005089096,199999.99999999983
56553.0,991,991,25,1.0396892084115614,1.7829316169778795,549.38,110069.79200924875,35036.540288446085,65116.03764816635,134883.96235183364,200000.0
56574.0,986,986,20,1.037695220855226,1.7813801459893133,539.16,129730.70351157895,35036.18676724611,72290.73157762311,127709.26842237654,199999.99999999965
56595.0,987,987,25,1.0354705516759934,1.780289557174692,535.44,137484.11624779576,34938.273432485155,73147.27380909305,126852.72619090638,199999.99999999942
56616.0,990,990,22,1.0376863486633234,1.781973915082653,584.01,100174.41362768337,34992.966402802405,65587.2251651384,134412.77483486073,199999.99999999913
56637.0,992,992,19,1.0316870753518503,1.782168113197369,598.31,126599.7367169773,35048.083397054455,69226.62047508864,130773.37952491084,199999.99999999948
56658.0,994,994,20,1.0298539934471873,1.783704424801567,628.75,105857.63106674321,34696.427903615695,68374.05647961858,131625.94352038062,199999.99999999919
56679.0,994,994,15,1.027194643174202,1.782211533051125,583.81,131128.1427616694,34956.32028843952,78077.58205528729,121922.41794471204,199999.99999999933
56700.0,986,986,21,1.0306390828774885,1.7848253649029036,586.56,113095.4269417697,34959.85689167651,73084.1511430982,126915.84885690124,199999.99999999945
56721.0,992,992,17,1.0301629321012395,1.7835833382453117,552.13,116487.94567291778,34959.80591563587,78834.58537459634,121165.41462540327,199999.9999999996
56742.0,991,991,17,1.0287702065509783,1.7815465411001443,542.92,122201.76413735797,34774.54269862826,70250.15319575115,129749.84680424846,199999.9999999996
56763.0,986,986,24,1.0307666605084005,1.7837725465058614,563.79,142807.70167972764,35049.69832456935,67866.0083276231,132133.99167237664,199999.99999999974
56784.0,992,992,19,1.0311151446904752,1.7847970253061645,608.1,113567.91970632771,35069.77989460573,63726.58999008168,136273.41000991807,199999.99999999974
56805.0,988,988,17,1.0285947725674385,1.787040085849858,592.65,136579.43041665285,35097.242566757515,74854.9335257846,125145.06647421495,199999.99999999953
56826.0,990,990,15,1.0272202718403194,1.786510620735142,548.26,123329.18569024668,35079.83988952002,80244.04129550516,119755.95870449442,199999.9999999996
56847.0,986,986,22,1.0239812294005886,1.78643043913269,555.17,105270.17870233038,35072.46262414432,70801.74619291018,129198.25380708936,199999.99999999953
56868.0,983,983,21,1.0288426581566588,1.7860240958116964,526.34,114454.18114293086,34845.33501440993,74612.57952359121,125387.42047640812,199999.99999999933
56889.0,986,986,15,1.0264229335587571,1.7843285930385862,555.32,122471.8126042837,34841.23025520958,65793.02111885237,134206.97888114658,199999.99999999895
56910.0,987,987,17,1.0270894993694082,1.7840981656021087,534.1,115748.25342549448,34724.43249894873,75188.22772130967,124811.7722786895,199999.99999999919
56931.0,990,990,12,1.0226638377136488,1.7843481035249238,520.94,142560.6844258183,34977.276385590005,72963.46842457214,127036.53157542704,199999.99999999919
56952.0,988,988,22,1.0172690821326271,1.7846619212549344,535.41,133285.26626614842,35119.46987540121,69576.32083442021,130423.67916557916,199999.99999999936
56973.0,992,992,19,1.0220075300352893,1.7864735245431578,563.67,103628.001346062,35043.73396992123,66424.7573868563,133575.24261314314,199999.99999999945
56994.0,990,990,18,1.0206969559467662,1.7848054545111987,548.13,109082.40080218847,34688.81856517721,75205.59244632066,124794.4075536787,199999.99999999936
57015.0,983,983,11,1.0243196511682966,1.782364950810939,544.94,132584.44729591085,34914.1863023433,71386.53208642008,128613.46791357949,199999.99999999956
57036.0,988,988,7,1.0225829596095173,1.78281340241528,568.15,127038.09110174778,34744.72527825742,65848.76022448797,134151.23977551147,199999.99999999942
57057.0,987,987,10,1.016761362293777,1.7822557716391758,547.62,126574.92655311596,35045.904175125645,72065.51090597702,127934.48909402255,199999.99999999956
57078.0,983,983,14,1.0193589408595811,1.7837704297641321,555.22,105344.74203547533,35061.52310331776,71084.80656410479,128915.19343589456,199999.99999999936
57099.0,993,993,10,1.0152403071873533,1.7840876970048396,514.66,121162.42764305945,34900.535254602684,78784.20368537425,121215.79631462497,199999.9999999992
57120.0,993,993,13,1.0101798421618988,1.7866513323198387,523.81,114994.09303855128,35019.55203075927,73242.64548168238,126757.35451831683,199999.9999999992
57141.0,989,989,21,1.0062566766181742,1.785558931499221,539.92,113363.89365056535,35016.468939990475,67616.90919350521,132383.09080649397,199999.99999999919
57162.0,989,989,17,1.007363186734048,1.7860798567570728,530.2,140066.00265477778,34735.74131848461,73966.25172297173,126033.74827702757,199999.9999999993
57183.0,993,993,24,1.0055209569694907,1.7876657618407537,517.66,120252.5327751575,34638.05677175948,70427.12011235776,129572.87988764138,199999.99999999913
57204.0,995,995,20,1.0080910230891176,1.784764486283044,503.3,123269.92194745058,35042.40935311195,77462.30958166462,122537.69041833446,199999.99999999907
57225.0,988,988,24,1.0152866204332331,1.7854730355352517,484.06,141870.5291875148,34820.23485929585,73355.00334107492,126644.9966589244,199999.9999999993
57246.0,989,989,29,1.0219748762116356,1.783676656305294,478.02,114780.67840507242,34953.78496386261,74341.92453220325,125658.07546779617,199999.99999999942
57267.0,993,993,28,1.0190403011467917,1.7844713851945428,532.95,134895.8352164187,35095.54970217135,61437.11136741827,138562.88863258087,199999.99999999913
57288.0,988,988,32,1.0223726833858189,1.78423170919647,536.1,135244.57801836132,34740.36786927382,71915.09825023635,128084.90174976301,199999.99999999936
57309.0,991,991,30,1.0246399716643504,1.785781063758448,528.68,111671.04650334969,35006.427328026984,73140.12422914998,126859.87577084915,199999.99999999913
57330.0,989,989,26,1.0275429463517072,1.7844477433309907,522.14,118308.53152994752,35033.10953598241,71901.53649680062,128098.46350319848,199999.9999999991
57351.0,986,986,25,1.023332892444993,1.782653872201128,506.41,111622.33389219533,34969.536226780874,73955.65088625858,126044.34911374061,199999.99999999919
57372.0,987,987,16,1.0191712268259614,1.781638833795738,494.16,121284.91016042538,34962.65785407484,72970.51599054036,127029.48400945864,199999.999999999
57393.0,988,988,13,1.0186036577889621,1.7800988987398545,473.63,139904.04078675125,35124.05724875469,74659.4836308996,125340.51636909979,199999.9999999994
57414.0,988,988,14,1.0161178719977233,1.7790182936006014,479.68,115179.39100523067,35076.491644864465,71027.43691760213,128972.56308239717,199999.9999999993
57435.0,987,987,21,1.0173975409065006,1.7808631080545712,482.67,136937.04350908482,35211.81861893227,69823.5845014398,130176.41549855967,199999.99999999948
57456.0,987,987,27,1.0156141337667481,1.783620248263429,490.08,128329.48302693223,35082.21440512202,71850.26750669016,128149.73249330939,199999.99999999953
57477.0,992,992,15,1.0191339555985262,1.7843435889782437,521.61,128309.24087070177,35061.0511733066,66395.02515145157,133604.97484854786,199999.99999999942
57498.0,988,988,18,1.0234181677623915,1.7844483888210192,531.92,126523.89241054252,35045.765958974116,69013.8852441733,130986.11475582625,199999.99999999953
57519.0,991,991,25,1.017149119811051,1.7841149161806285,521.67,150628.8538205035,34946.91585171373,73466.53307524449,126533.46692475525,199999.99999999974
57540.0,996,996,29,1.0183845575445323,1.7841549946526345,532.15,96729.16140985022,34900.02991737749,68597.39772985637,131402.60227014375,200000.00000000012
57561.0,990,990,30,1.0191434140924691,1.7828366218541196,526.06,128069.80681516105,35019.805069335656,73626.79861967821,126373.20138032129,199999.9999999995
57582.0,981,981,25,1.0210844210046937,1.7820440929824588,509.81,109986.09429572566,35005.30382222862,74321.35314536725,125678.64685463237,199999.99999999962
57603.0,986,986,16,1.024399021746707,1.7826973355995062,520.71,136182.12800976317,35013.997478165715,68309.1400095118,131690.85999048798,199999.99999999977
57624.0,989,989,24,1.0222480366806779,1.7824926231002127,486.25,108276.39987592438,34933.47672652025,78851.25660641037,121148.74339358955,199999.99999999994
57645.0,992,992,15,1.0176268553175394,1.7810050837763225,505.81,111731.31328609481,35026.71829898688,68659.79904422477,131340.2009557752,199999.99999999994
57666.0,988,988,22,1.0175693811421518,1.7807044245226955,507.23,149552.56502331435,35069.10981196611,70508.72626444953,129491.27373555035,199999.99999999988
57687.0,990,990,21,1.0226512548173023,1.7809584199242077,520.29,141320.83672753494,35077.95028163481,67395.13912039739,132604.86087960258,199999.99999999997
57708.0,991,991,25,1.0202092812849268,1.7817597775078564,530.94,103789.4654510261,35082.21203654423,72387.63996922462,127612.36003077554,200000.00000000017
57729.0,991,991,15,1.018301857379379,1.7821038913773466,538.11,118047.06330301323,34948.425111410215,70539.55073828969,129460.44926171043,200000.00000000012
57750.0,987,987,21,1.0155280339231283,1.7837019841519883,538.58,121565.72180691389,35011.73642892927,70419.48210938602,129580.51789061386,199999.99999999988
57771.0,992,992,19,1.0154744601106878,1.782580603993974,543.52,127893.74066898905,34944.77311132255,70184.55569698763,129815.44430301248,200000.00000000012
57792.0,989,989,20,1.012040140223108,1.7842936721679319,510.11,118914.60669369601,34714.26090777371,75616.50340336152,124383.49659663861,200000.00000000012
57813.0,987,987,26,1.0182053255685184,1.78757574159755,523.13,130285.09384752937,34722.81563128959,70929.70747014182,129070.29252985808,199999.99999999988
57834.0,992,992,23,1.0156930540959155,1.7865810895590224,528.28,114284.25580677878,34795.18637013936,71393.73503661771,128606.26496338245,200000.00000000017
57855.0,992,992,26,1.0104213471543673,1.7868507872127417,545.74,102033.54519686171,35037.46102905102,68061.43461542034,131938.56538457956,199999.99999999988
57876.0,991,991,15,1.012103597575451,1.7853233667359227,566.69,114943.5475865752,34974.53153455487,68841.31724983844,131158.6827501613,199999.99999999974
57897.0,986,986,15,1.0038761210199554,1.782492313575238,566.15,106696.41672595285,34958.07087751306,72207.30805861627,127792.69194138373,200000.0
57918.0,986,986,9,1.0026895585141071,1.7832103587755939,563.49,117610.60314518893,34814.03879828538,70373.9514287823,129626.0485712177,200000.0
57939.0,985,985,14,1.0017426334583515,1.784087926408374,529.72,107883.03977084902,34819.760916416446,76360.73506294312,123639.26493705668,199999.9999999998
57960.0,989,989,11,1.0045465146739345,1.7836023543898099,560.98,113328.71055354484,35020.47322033737,64910.954276142955,135089.04572385675,199999.9999999997
57981.0,987,987,20,1.0073164783064987,1.782610004722236,538.48,122982.45309784859,34956.27364461319,76849.52722483512,123150.47277516488,200000.0
58002.0,991,991,15,1.0089400945195421,1.7794409230029462,546.07,136439.45193467522,35063.05969894596,70014.64274629104,129985.35725370879,199999.99999999983
58023.0,988,988,21,1.0128826929736148,1.780062807363335,546.1,102076.22887952774,35057.22170479141,72435.77446316194,127564.22553683782,199999.99999999977
58044.0,990,990,17,1.0100871380103176,1.7780422408943946,541.12,120438.88403835129,35171.01796165635,69206.48168927216,130793.51831072771,199999.99999999988
58065.0,983,983,15,1.012853470583264,1.777663966027201,549.09,133903.6812876441,35250.600857153884,69140.62581471159,130859.37418528802,199999.9999999996
58086.0,987,987,21,1.0123941109824315,1.7798139427416526,594.87,95154.66482379139,34922.96466652841,63049.90759194688,136950.09240805262,199999.9999999995
58107.0,996,996,13,1.0078869071480632,1.7801089625044266,615.7,100643.44579299801,35111.81591533125,69078.73346808234,130921.26653191706,199999.99999999942
58128.0,983,983,13,1.0072917582327268,1.7776085256461283,602.07,106789.29880463918,34978.26042478941,73876.44334942098,126123.55665057861,199999.9999999996
58149.0,977,977,8,1.0093743278732115,1.7767830764033519,567.71,108382.63581178032,34990.55419079493,76189.11907569825,123810.8809243014,199999.99999999965
58170.0,982,982,4,1.0003501531964478,1.777445666387715,541.44,140704.24261745307,34877.07788449499,74784.67493241695,125215.32506758266,199999.9999999996
58191.0,986,986,12,1.002672278424468,1.7797423620258288,544.99,130157.42202477537,35129.44932421573,67634.72804018813,132365.27195981203,200000.00000000017
58212.0,993,993,18,0.9917735291112929,1.7819773613350156,544.5,131067.54965461069,34935.521249684636,70476.27723347952,129523.72276651984,199999.99999999936
58233.0,994,994,21,0.9908599648101579,1.781502134483872,553.06,126536.81516538901,35037.08338434235,68710.71082463866,131289.28917536122,199999.99999999988
58254.0,990,990,23,1.002226088765271,1.78150777792502,517.73,109114.9929083522,34685.98765609731,76809.71168082285,123190.28831917704,199999.99999999988
58275.0,985,985,30,1.0006999598410788,1.7809625485229292,496.69,125089.71547845259,35091.949514526525,75298.84158608683,124701.15841391285,199999.99999999968
58296.0,988,988,25,1.0105221317734259,1.7816227067366348,491.28,104220.6514142266,35234.40442565119,69786.31110565204,130213.68889434772,199999.99999999977
58317.0,989,989,26,1.0091203832943334,1.7802891956307918,514.64,152334.48048375262,34992.3182342331,67016.80576234788,132983.1942376521,199999.99999999997
58338.0,985,985,33,1.0144877205704719,1.7826620110338043,520.23,136488.6060978365,35058.74976717255,70454.4508428275,129545.54915717259,200000.0000000001
58359.0,993,993,34,1.0168818343297226,1.7837642223619605,514.23,140243.1576187111,34792.67177445257,73672.60127916338,126327.39872083656,199999.99999999994
58380.0,991,991,35,1.0153347540559248,1.78610506958934,506.11,130575.1474750446,34838.64984666669,72860.23015151378,127139.76984848599,199999.99999999977
58401.0,992,992,31,1.0161743857863,1.7864086520799787,495.55,109075.19562328098,34691.31921645438,74202.01595520515,125797.98404479465,199999.9999999998
58422.0,994,994,25,1.014268761236093,1.7881910311509923,508.75,139380.54017914765,35010.887970533644,71111.12567453754,128888.87432546214,199999.99999999968
58443.0,993,993,27,1.013163542827888,1.7905921231661497,502.26,109555.73053764354,34852.12837284144,73851.18413816842,126148.8158618311,199999.99999999953
58464.0,993,993,15,1.0142462643511978,1.7924264139642119,490.82,109824.89654489262,34917.61668842741,76237.27640089585,123762.7235991036,199999.99999999945
58485.0,992,992,20,1.0175981237605614,1.7927007350972195,487.88,135868.10771874146,34906.45045679191,72977.81236478148,127022.18763521823,199999.9999999997
58506.0,996,996,25,1.020635559683704,1.79487192768374,497.49,112697.75817700721,34813.64602052799,71068.81454763535,128931.1854523645,199999.99999999985
58527.0,995,995,30,1.0245526581545956,1.7975721426982605,496.76,137170.44126216837,34838.62876310281,72989.66104255215,127010.33895744753,199999.99999999968
58548.0,995,995,30,1.0248738741312815,1.7996634279247679,491.16,124115.50417532104,34827.28881506919,73791.42872462297,126208.57127537664,199999.9999999996
58569.0,994,994,21,1.0238215919653044,1.8019262671586003,506.47,137781.5016780815,35002.26364969078,70127.32707704321,129872.67292295629,199999.9999999995
58590.0,991,991,25,1.0279170603358478,1.804162098379233,537.09,107401.27912008914,34679.17141991357,67190.61833104173,132809.38166895794,199999.99999999965
58611.0,998,998,15,1.0278795165361805,1.8033507082167928,534.89,121507.56870630955,34533.98766878285,74629.93726277312,125370.06273722663,199999.99999999977
58632.0,994,994,19,1.0244977103450517,1.8061763584831505,538.62,132761.20152165584,34982.03555552166,71830.71758418684,128169.28241581282,199999.99999999965
58653.0,994,994,17,1.0252671907365307,1.807085572143795,576.74,113898.52392031164,34671.50010235383,67073.74926291703,132926.25073708277,199999.9999999998
58674.0,990,990,15,1.0240485909269952,1.806560859219171,550.07,123499.86342291652,34666.5233208298,77501.2537716337,122498.7462283661,199999.9999999998
58695.0,986,986,12,1.0255218243453426,1.805843916603711,513.13,140995.96756825823,34599.832351389785,80351.37664703901,119648.62335296086,199999.99999999988
58716.0,992,992,17,1.0271646247806425,1.8088658202015804,518.17,138280.4828430585,34732.193021530475,71459.08101587869,128540.9189841214,200000.0000000001
58737.0,998,998,22,1.0265743045204418,1.808964509907806,521.98,124042.78139772054,34805.582344185525,74093.1888876599,125906.81111234025,200000.00000000015
58758.0,993,993,23,1.0260893630441716,1.8089681925448315,490.47,111675.18256233486,34516.58895262613,79051.67935965839,120948.32064034184,200000.00000000023
