Tick,Zentralbankzins,Realzins,Investition,Konsum,Staatsausgaben,Aktive Kerdite,Kredit Anfragen,Anzahl Unternehmen
268,0.02,-0.7900000000000005,-38226.97708581335,43127.87158399455,2559.6523999629335,0.0,20.0,10.0
269,0.02,-0.8000000000000005,-90099.76447869532,101362.2350385322,4763.32038546341,0.0,20.0,10.0
270,0.02,-0.8100000000000005,-154331.58048901462,173384.86203086827,4763.32038546341,0.0,20.0,10.0
271,0.02,-0.8200000000000005,0.0,0.0,0.0,0.0,20.0,10.0
272,0.02,-0.8300000000000005,-403879.54205282644,453133.14474219555,0.0,0.0,20.0,10.0
273,0.02,-0.8400000000000005,0.0,0.0,0.0,0.0,20.0,10.0
274,0.02,-0.8500000000000005,-768479.5453767308,859965.2055406274,0.0,0.0,20.0,10.0
275,0.02,-0.8600000000000005,-1582075.8153927207,1768202.3819095113,100408.26885960819,0.0,20.0,10.0
276,0.02,-0.8700000000000006,-7187003.358902106,8013095.699005796,206523.08502592245,0.0,20.0,10.0
277,0.02,-0.8800000000000006,-1.9761727150155813E7,2.2007377962673515E7,100845.69330441307,0.0,20.0,10.0
278,0.02,-0.8700000000000006,-1.9761727150155813E7,2.2007377962673515E7,0.0,0.0,20.0,10.0
279,0.02,-0.8600000000000005,0.0,0.0,0.0,0.0,20.0,10.0
280,0.02,-0.8700000000000006,0.0,0.0,0.0,0.0,20.0,10.0
281,0.02,-0.8600000000000005,-1.7418911618226793E8,1.944436645755549E8,0.0,0.0,20.0,10.0
282,0.02,-0.8500000000000005,-3.448320268128207E8,3.8540050055550545E8,1.014211843567119E7,0.0,20.0,10.0
283,0.02,-0.8400000000000005,-7.354108648731335E8,8.229597773580304E8,0.0,0.0,20.0,10.0
284,0.02,-0.8300000000000005,-7.354108648731335E8,8.229597773580304E8,4.115608242498955E7,0.0,20.0,10.0
285,0.02,-0.8200000000000005,-2.7557382280441623E9,3.0918038656105237E9,2.3283345408143494E8,0.0,20.0,10.0
286,0.02,-0.8100000000000005,-2.7557382280441623E9,3.0918038656105237E9,0.0,0.0,20.0,10.0
287,0.02,-0.8000000000000005,-6.919455607258927E9,7.784387558166292E9,4.001698938635425E7,0.0,20.0,10.0
288,0.02,-0.8100000000000005,0.0,0.0,0.0,0.0,20.0,10.0
289,0.02,-0.8000000000000005,-1.5263400740981495E10,1.7171325833604177E10,8.597229693602124E7,0.0,20.0,10.0
290,0.02,-0.7900000000000005,-2.794561123490062E10,3.143881263926319E10,0.0,0.0,20.0,10.0
291,0.02,-0.7800000000000005,-5.175196295912144E9,5.838683000516265E9,0.0,0.0,20.0,10.0
292,0.02,-0.7700000000000005,-5.175196295912144E9,5.838683000516265E9,0.0,0.0,20.0,10.0
293,0.02,-0.7600000000000005,-1.918071279472253E9,2.1704490794028125E9,0.0,0.0,20.0,10.0
294,0.02,-0.7500000000000004,-2.435549115246937E11,2.7602889972798615E11,0.0,0.0,20.0,10.0
295,0.02,-0.7400000000000004,-2.435549115246937E11,2.7602889972798615E11,1.7188955212760384E10,0.0,20.0,10.0
296,0.02,-0.7300000000000004,-5.087930742977077E11,5.77548895148749E11,0.0,0.0,20.0,10.0
297,0.02,-0.7200000000000004,-5.0191749221260345E10,5.70673313063645E10,0.0,0.0,20.0,10.0
298,0.02,-0.7100000000000004,-9.400847101698116E11,1.0706520310267297E12,6.5541465992911446E10,0.0,20.0,10.0
299,0.02,-0.7000000000000004,0.0,0.0,0.0,0.0,20.0,10.0
300,0.02,-0.7100000000000004,0.0,0.0,1.058373581885444E11,0.0,20.0,10.0
301,0.02,-0.7000000000000004,-3.622171179214751E11,4.139624204816858E11,0.0,0.0,20.0,10.0
302,0.02,-0.6900000000000004,-3.622171179214751E11,4.139624204816858E11,0.0,0.0,20.0,10.0
303,0.02,-0.6800000000000004,-1.2534673527057498E13,1.4378007869271834E13,0.0,0.0,20.0,10.0
304,0.02,-0.6700000000000004,-1.2534673527057498E13,1.4378007869271834E13,0.0,0.0,20.0,10.0
305,0.02,-0.6600000000000004,-1.2350340092836064E12,1.4193674435050403E12,7.818549565915437E11,0.0,20.0,10.0
306,0.02,-0.6500000000000004,-2.296962721065921E13,2.650341601229909E13,0.0,0.0,20.0,10.0
307,0.02,-0.6400000000000003,-3.4962915372975637E13,4.03418254303565E13,3.3010100327049526E12,0.0,20.0,10.0
308,0.02,-0.6300000000000003,0.0,0.0,0.0,0.0,20.0,10.0
309,0.02,-0.6400000000000003,0.0,0.0,0.0,0.0,20.0,10.0
310,0.02,-0.6500000000000004,-1.1635981638945923E14,1.3426132660322217E14,6.458064602722222E12,0.0,20.0,10.0
311,0.02,-0.6400000000000003,-1.6790967967077784E14,1.937419380816667E14,0.0,0.0,20.0,10.0
312,0.02,-0.6300000000000003,-3.640560575170475E14,4.218427333134041E14,1.8857223539999438E12,0.0,20.0,10.0
313,0.02,-0.6200000000000003,0.0,0.0,2.044950169765319E13,0.0,20.0,10.0
314,0.02,-0.6100000000000003,-5.837448787045195E14,6.794407604593588E14,3.2572931254875926E13,0.0,20.0,10.0
315,0.02,-0.6000000000000003,-7.817503501170227E13,9.120420751365264E13,0.0,0.0,20.0,10.0
316,0.02,-0.5900000000000003,-7.817503501170227E13,9.120420751365264E13,5.948263360378309E13,0.0,20.0,10.0
317,0.02,-0.5800000000000003,-1.4037901530492815E15,1.641720687464414E15,8.989158099299188E13,0.0,20.0,10.0
318,0.02,-0.5700000000000003,-2.223484388998189E15,2.606843766411669E15,0.0,0.0,20.0,10.0
319,0.02,-0.5600000000000003,-4.210549566425106E15,4.949242472815475E15,2.6239776575534044E14,0.0,20.0,10.0
320,0.02,-0.5500000000000003,-5.67913755012979E15,6.711708013789751E15,0.0,0.0,20.0,10.0
321,0.02,-0.5400000000000003,0.0,0.0,3.770663556189476E14,0.0,20.0,10.0
322,0.02,-0.5300000000000002,-9.313365861958848E14,1.1070604703837874E15,0.0,0.0,20.0,10.0
323,0.02,-0.5200000000000002,-9.313365861958848E14,1.1070604703837874E15,5.454341784835917E14,0.0,20.0,10.0
324,0.02,-0.5100000000000002,-1.134503091245871E16,1.3526767626393078E16,7.785686309010622E14,0.0,20.0,10.0
325,0.02,-0.5000000000000002,-3.0187008415704508E16,3.62244100988454E16,2.7383378145293888E14,0.0,20.0,10.0
326,0.02,-0.4900000000000002,-3.0187008415704508E16,3.62244100988454E16,2.7383378145293888E14,0.0,20.0,10.0
327,0.02,-0.4800000000000002,-5.2576086038964294E14,6.352943729708185E14,1.809377265306156E15,0.0,20.0,10.0
328,0.02,-0.4700000000000002,-3.4740043493878208E16,4.1977552555102832E16,2.4254500894812715E15,0.0,20.0,10.0
329,0.02,-0.4600000000000002,-5.2420363979264272E16,6.3816095279104336E16,6.587151756400124E14,0.0,20.0,10.0
330,0.02,-0.4500000000000002,-7.7472089223597856E16,9.4688109051064048E16,6.587151756400124E14,0.0,20.0,10.0
331,0.02,-0.44000000000000017,-7.8727217900705696E16,9.6222155211973632E16,5.106395186953862E15,0.0,20.0,10.0
332,0.02,-0.43000000000000016,-9.648581036155248E16,1.18924370910750736E17,0.0,0.0,20.0,10.0
333,0.02,-0.42000000000000015,-1.21103143557667664E17,1.49937225357112352E17,8.075291940267709E15,0.0,20.0,10.0
334,0.02,-0.41000000000000014,-1.21103143557667664E17,1.49937225357112352E17,0.0,0.0,20.0,10.0
335,0.02,-0.40000000000000013,0.0,0.0,0.0,0.0,20.0,10.0
336,0.02,-0.41000000000000014,0.0,0.0,0.0,0.0,20.0,10.0
337,0.02,-0.42000000000000015,-2.6115551442758224E17,3.2333539881510189E17,1.4593886550696226E16,0.0,20.0,10.0
338,0.02,-0.41000000000000014,-2.6327371337456E17,3.2748681419762336E17,0.0,0.0,20.0,10.0
339,0.02,-0.40000000000000013,-3.3733605810927283E17,4.1961314545299789E17,0.0,0.0,20.0,10.0
340,0.02,-0.41000000000000014,-4.4274354586754963E17,5.5072977656695187E17,0.0,0.0,20.0,10.0
341,0.02,-0.40000000000000013,-4.4274354586754963E17,5.5072977656695187E17,2.9306839250985028E16,0.0,20.0,10.0
342,0.02,-0.3900000000000001,-7.2038600325693862E17,9.0510036306641011E17,0.0,0.0,20.0,10.0
343,0.02,-0.3800000000000001,0.0,0.0,0.0,0.0,20.0,10.0
344,0.02,-0.3900000000000001,0.0,0.0,5.2888053162278736E16,0.0,20.0,10.0
345,0.02,-0.3800000000000001,-8.2505362933154854E17,1.03660584198066355E18,0.0,0.0,20.0,10.0
346,0.02,-0.3700000000000001,-1.09937738052387942E18,1.39650640228708992E18,0.0,0.0,20.0,10.0
347,0.02,-0.3600000000000001,-1.09937738052387942E18,1.39650640228708992E18,0.0,0.0,20.0,10.0
348,0.02,-0.3500000000000001,-1.02247382996792928E17,1.31460920995876624E17,0.0,0.0,20.0,10.0
349,0.02,-0.3400000000000001,-1.02247382996792928E17,1.31460920995876624E17,0.0,0.0,20.0,10.0
350,0.02,-0.33000000000000007,-1.44266590724882586E18,1.87983739429392435E18,1.767277950950172E16,0.0,20.0,10.0
351,0.02,-0.32000000000000006,0.0,0.0,0.0,0.0,20.0,10.0
352,0.02,-0.31000000000000005,-1.25238603237260979E18,1.64375666748905011E18,1.01297763274627024E17,0.0,20.0,10.0
353,0.02,-0.30000000000000004,0.0,0.0,0.0,0.0,20.0,10.0
354,0.02,-0.31000000000000005,0.0,0.0,9.9300833180876064E16,0.0,20.0,10.0
355,0.02,-0.30000000000000004,-1.57217633723525606E18,2.09623511631367398E18,1.22473933577741936E17,0.0,20.0,10.0
356,0.02,-0.29000000000000004,0.0,0.0,0.0,0.0,20.0,10.0
357,0.02,-0.30000000000000004,0.0,0.0,1.7091814916542604E16,0.0,20.0,10.0
358,0.02,-0.29000000000000004,-1.65044925006585165E18,2.20059900008780186E18,0.0,0.0,20.0,10.0
359,0.02,-0.28,-1.3087968546740887E18,1.77622430277197747E18,0.0,0.0,20.0,10.0
360,0.02,-0.29000000000000004,0.0,0.0,1.24140603359562272E17,0.0,20.0,10.0
361,0.02,-0.28,-1.44003099897092198E18,1.93659341240917094E18,0.0,0.0,20.0,10.0
362,0.02,-0.27,-1.30905387273776512E18,1.79388864041841894E18,1.01875916372299488E17,0.0,20.0,10.0
363,0.02,-0.26,-1.1654604832991063E18,1.61371451533722394E18,0.0,0.0,20.0,10.0
364,0.02,-0.25,-1.04188614009004019E18,1.44261157858620979E18,0.0,0.0,20.0,10.0
365,0.02,-0.24,-1.00070505038504602E18,1.40098707053906432E18,0.0,0.0,20.0,10.0
366,0.02,-0.22999999999999998,0.0,0.0,0.0,0.0,20.0,10.0
367,0.02,-0.24,-9.3229426233250906E17,1.32075020497105434E18,0.0,0.0,20.0,10.0
368,0.02,-0.22999999999999998,-9.3229426233250906E17,1.32075020497105434E18,0.0,0.0,20.0,10.0
369,0.02,-0.21999999999999997,-5.2649737148316877E17,7.658143585209728E17,0.0,0.0,20.0,10.0
370,0.02,-0.20999999999999996,-4.9130633261408102E17,7.252617290969769E17,5.250592444477884E16,0.0,20.0,10.0
371,0.02,-0.19999999999999996,-3.5746284535818035E17,5.2768324790969491E17,0.0,0.0,20.0,10.0
372,0.02,-0.18999999999999995,-3.5269476542057165E17,5.2904214813085747E17,0.0,0.0,20.0,10.0
373,0.02,-0.17999999999999994,-2.6281364808672336E16,4.0113662076394624E16,3.2510461940426144E16,0.0,20.0,10.0
374,0.02,-0.16999999999999993,-2.21071141194897664E17,3.5111298895660224E17,0.0,0.0,20.0,10.0
375,0.02,-0.15999999999999992,0.0,0.0,6.042244701576139E15,0.0,20.0,10.0
376,0.02,-0.1499999999999999,-1.149912718245888E17,1.91652119707648032E17,1.8560987500607196E16,0.0,20.0,10.0
377,0.02,-0.1399999999999999,-1.149912718245888E17,1.91652119707648032E17,0.0,0.0,20.0,10.0
378,0.02,-0.1299999999999999,-5.3217414356411504E16,9.4153886938266528E16,0.0,0.0,20.0,10.0
379,0.02,-0.1199999999999999,-3.807392362771496E16,6.9802193317477448E16,1.106094654701242E15,0.0,20.0,10.0
380,0.02,-0.1099999999999999,-3.807392362771496E16,6.9802193317477448E16,3.364470074202911E15,0.0,20.0,10.0
381,0.02,-0.09999999999999991,-1.5290349974561334E16,2.9190668133253472E16,0.0,0.0,20.0,10.0
382,0.02,-0.08999999999999991,-1.3457880296811635E15,2.691576059362328E15,2.6588659625215405E15,0.0,20.0,10.0
383,0.02,-0.07999999999999992,-8.50837108006892E14,1.9143834930155082E15,0.0,0.0,20.0,10.0
384,0.02,-0.06999999999999992,-8.50837108006892E14,1.9143834930155082E15,0.0,0.0,20.0,10.0
385,0.02,-0.05999999999999992,-3.590569521747987E15,8.719954552816544E15,5.968476818080404E14,0.0,20.0,10.0
386,0.02,-0.04999999999999992,-7.12154163131731E14,2.1364624893951962E15,0.0,0.0,20.0,10.0
387,0.02,-0.03999999999999992,-3.5879472692523344E14,1.255781544238319E15,3.943018539339014E13,0.0,20.0,10.0
388,0.02,-0.029999999999999916,-3.5879472692523344E14,1.255781544238319E15,6.196395582342074E13,0.0,20.0,10.0
389,0.02,-0.019999999999999914,-7.90883692353115E13,3.427162666863505E14,6.196395582342074E13,0.0,20.0,10.0
390,0.02,-0.009999999999999913,-3.008667289056163E13,1.8052003734337044E14,0.0,0.0,20.0,10.0
391,0.02,8.673617379884035E-17,0.052490234375,5.952132525250597E13,0.0,0.0,20.0,10.0
392,0.02,0.010000000000000087,0.052490234375,5.952132525250597E13,7.114045525512119E12,0.0,20.0,10.0
393,0.02,0.020000000000000087,5.691236420409722E11,2.2764945681638755E12,0.0,0.0,20.0,10.0
394,0.02,0.03000000000000009,5.691236420409722E11,2.2764945681638755E12,3.6187099609591516E11,0.0,20.0,10.0
395,0.02,0.04000000000000009,3.016564002527586E12,7.038649339231001E12,0.0,0.0,20.0,10.0
396,0.02,0.05000000000000009,5.978605268873271E11,8.967907903309873E11,0.0,0.0,20.0,10.0
397,0.02,0.060000000000000095,7.473256586091586E10,7.473256586091559E10,0.0,0.0,20.0,10.0
398,0.02,0.07000000000000009,4.209673526985925E11,2.8064490179906036E11,0.0,0.0,20.0,10.0
399,0.02,0.08000000000000008,7.27749926604981E10,1.8193748165124516E10,3.756186265066858E9,0.0,20.0,10.0
400,0.02,0.09000000000000008,7.27749926604981E10,1.8193748165124516E10,0.0,0.0,20.0,10.0
401,0.02,0.10000000000000007,0.0,0.0,0.0,0.0,20.0,10.0
402,0.02,0.09000000000000008,0.0,0.0,4.0282367482450396E8,0.0,20.0,10.0
403,0.02,0.08000000000000008,1.9287179347089648E9,4.82179483677241E8,0.0,0.0,20.0,10.0
404,0.02,0.09000000000000008,4.4813098439699405E8,1.1203274609924847E8,0.0,0.0,20.0,10.0
405,0.02,0.10000000000000007,4.136028450719788E7,1.0340071126799466E7,0.0,0.0,20.0,10.0
406,0.02,0.11000000000000007,9521723.970782539,2380430.992695634,0.0,0.0,20.0,10.0
407,0.02,0.12000000000000006,9521723.970782539,2380430.992695634,860564.7104055341,0.0,20.0,10.0
408,0.02,0.13000000000000006,3462582.530784879,865645.6326962195,0.0,0.0,20.0,10.0
409,0.02,0.14000000000000007,0.0,0.0,0.0,0.0,20.0,10.0
410,0.02,0.13000000000000006,335320.68855517416,83830.17213879351,5760.560887946649,0.0,20.0,10.0
411,0.02,0.12000000000000006,18433.794841429277,4608.448710357317,0.0,0.0,20.0,10.0
412,0.02,0.11000000000000007,1843.3794841429278,460.84487103573184,1795.1725239479958,0.0,20.0,10.0
413,0.02,0.10000000000000007,5744.552076633587,1436.1380191583962,72.41821997012848,0.0,20.0,10.0
414,0.02,0.09000000000000008,2121.300974954773,530.3252437386933,72.41821997012848,0.0,20.0,10.0
415,0.02,0.08000000000000008,106.50728861354817,26.62682215338704,0.0,0.0,20.0,10.0
416,0.02,0.07000000000000009,33.82455925179593,8.45613981294898,2.1295845470248467,0.0,20.0,10.0
417,0.02,0.06000000000000009,3.05545132239776,2.036967548265167,3.402689264690579,0.0,20.0,10.0
418,0.02,0.050000000000000086,3.05545132239776,2.036967548265167,0.4793690982446637,0.0,20.0,10.0
419,0.02,0.040000000000000084,1.639276049427446,1.6392760494274399,0.1813204124163248,0.0,20.0,10.0
420,0.02,0.030000000000000082,0.2968672361789092,0.6926902177507854,0.0,0.0,20.0,10.0
421,0.02,0.02000000000000008,0.0,0.0,0.06985810007408622,0.0,20.0,10.0
422,0.02,0.01000000000000008,0.07097723248412534,0.2839089299364999,0.016609216155190128,0.0,20.0,10.0
423,0.02,7.979727989493313E-17,2.5099280293039428E-17,0.030788054541185793,0.0,0.0,20.0,10.0
424,0.02,-0.00999999999999992,2.5099280293039428E-17,0.030788054541185793,0.0,0.0,20.0,10.0
425,0.02,-0.01999999999999992,-0.0013372438597504133,0.014709682457254654,0.0,0.0,20.0,10.0
426,0.02,-0.029999999999999923,-2.191600357918644E-4,0.0013149602147511908,0.0012289924967682161,0.0,20.0,10.0
427,0.02,-0.039999999999999925,-0.002386519568776395,0.008352818490717394,0.0,0.0,20.0,10.0
428,0.02,-0.049999999999999926,-0.0012684897107204764,0.0038054691321614325,1.271219412472972E-4,0.0,20.0,10.0
429,0.02,-0.05999999999999993,-3.0509265899351293E-5,8.135804239827017E-5,0.0,0.0,20.0,10.0
430,0.02,-0.06999999999999992,-7.673725610912223E-4,0.0018636190769358268,0.0,0.0,20.0,10.0
431,0.02,-0.07999999999999992,-7.673725610912223E-4,0.0018636190769358268,0.0,0.0,20.0,10.0
432,0.02,-0.08999999999999991,-3.003942793630845E-4,6.758871285669404E-4,0.0,0.0,20.0,10.0
433,0.02,-0.09999999999999991,-2.5442884772349455E-4,5.088576954469893E-4,5.455244173382896E-5,0.0,20.0,10.0
434,0.02,-0.1099999999999999,-1.77322556940234E-4,3.3852488143135595E-4,0.0,0.0,20.0,10.0
435,0.02,-0.1199999999999999,0.0,0.0,2.2397661666022376E-5,0.0,20.0,10.0
436,0.02,-0.1299999999999999,-1.4398893590828984E-4,2.639797158318648E-4,5.3602671482691235E-6,0.0,20.0,10.0
437,0.02,-0.1399999999999999,0.0,0.0,0.0,0.0,20.0,10.0
438,0.02,-0.1499999999999999,-8.326783618536563E-5,1.427448620320554E-4,1.1097927341211137E-5,0.0,20.0,10.0
439,0.02,-0.15999999999999992,0.0,0.0,0.0,0.0,20.0,10.0
440,0.02,-0.16999999999999993,-4.421486553205811E-5,7.022360996268052E-5,1.0683752705397153E-5,0.0,20.0,10.0
441,0.02,-0.17999999999999994,-4.421486553205811E-5,7.022360996268052E-5,0.0,0.0,20.0,10.0
442,0.02,-0.18999999999999995,-3.779958145162508E-5,5.879934892475013E-5,8.23686780232092E-7,0.0,20.0,10.0
443,0.02,-0.19999999999999996,-4.148176030142572E-5,6.222264045213858E-5,0.0,0.0,20.0,10.0
444,0.02,-0.20999999999999996,-2.6044028039978983E-5,3.84459461542547E-5,0.0,0.0,20.0,10.0
445,0.02,-0.21999999999999997,-2.2369505579770614E-5,3.253746266148452E-5,2.2797243590409747E-6,0.0,20.0,10.0
446,0.02,-0.22999999999999998,-2.3312094231971164E-5,3.3447787376306455E-5,2.2797243590409747E-6,0.0,20.0,10.0
447,0.02,-0.24,-2.3312094231971164E-5,3.3447787376306455E-5,1.7844590512946614E-6,0.0,20.0,10.0
448,0.02,-0.25,-2.4880466000188723E-5,3.4832652400264204E-5,0.0,0.0,20.0,10.0
449,0.02,-0.26,-2.0071112797409916E-5,2.8099557916373883E-5,1.7811038633295144E-6,0.0,20.0,10.0
450,0.02,-0.27,-1.909893080351048E-5,2.617260887888473E-5,1.5903091325106115E-6,0.0,20.0,10.0
451,0.02,-0.28,-1.909893080351048E-5,2.617260887888473E-5,1.6072397854533482E-6,0.0,20.0,10.0
452,0.02,-0.29000000000000004,-2.2741425793823368E-5,3.058329675721074E-5,0.0,0.0,20.0,10.0
453,0.02,-0.30000000000000004,-2.2741425793823368E-5,3.058329675721074E-5,0.0,0.0,20.0,10.0
454,0.02,-0.31000000000000005,0.0,0.0,1.7419476755725973E-6,0.0,20.0,10.0
455,0.02,-0.32000000000000006,-2.6555872262618114E-5,3.4854582344686276E-5,2.0746775205170395E-6,0.0,20.0,10.0
456,0.02,-0.33000000000000007,-2.7385743270824926E-6,3.568445335289308E-6,0.0,0.0,20.0,10.0
457,0.02,-0.3400000000000001,-2.7385743270824926E-6,3.568445335289308E-6,5.057712266423749E-7,0.0,20.0,10.0
458,0.02,-0.3500000000000001,-3.40923104521484E-5,4.3832970581333663E-5,0.0,0.0,20.0,10.0
459,0.02,-0.3600000000000001,-2.85458685129739E-5,3.647527643324442E-5,1.9823519800676315E-6,0.0,20.0,10.0
460,0.02,-0.3700000000000001,0.0,0.0,2.3897512741349337E-6,0.0,20.0,10.0
461,0.02,-0.3800000000000001,-4.407657065485244E-5,5.5675668195603095E-5,2.7518050303920842E-6,0.0,20.0,10.0
462,0.02,-0.3900000000000001,-5.143537545353039E-5,6.46239332621279E-5,3.228060955080645E-6,0.0,20.0,10.0
463,0.02,-0.40000000000000013,-5.035775089925808E-5,6.326999471958066E-5,3.228060955080645E-6,0.0,20.0,10.0
464,0.02,-0.41000000000000014,0.0,0.0,9.57452114335947E-7,0.0,20.0,10.0
465,0.02,-0.42000000000000015,0.0,0.0,0.0,0.0,20.0,10.0
466,0.02,-0.43000000000000016,0.0,0.0,5.58695807017247E-6,0.0,20.0,10.0
467,0.02,-0.44000000000000017,-9.609567880696651E-5,1.1844351108765639E-4,6.468005053721145E-6,0.0,20.0,10.0
468,0.02,-0.4500000000000002,-1.6010278026709978E-4,1.9568117588201082E-4,0.0,0.0,20.0,10.0
469,0.02,-0.4600000000000002,0.0,0.0,1.1319359255611059E-5,0.0,20.0,10.0
470,0.02,-0.4700000000000002,-2.0827621030324346E-4,2.5355364732568774E-4,0.0,0.0,20.0,10.0
471,0.02,-0.4800000000000002,-2.12803954005488E-5,2.5808139102793223E-5,1.3675778471391025E-5,0.0,20.0,10.0
472,0.02,-0.4900000000000002,-3.1165875192565984E-4,3.752625788492639E-4,0.0,0.0,20.0,10.0
473,0.02,-0.5000000000000002,0.0,0.0,0.0,0.0,20.0,10.0
474,0.02,-0.5100000000000002,-6.143747031824751E-4,7.348403312574703E-4,0.0,0.0,20.0,10.0
475,0.02,-0.5200000000000002,-6.143747031824751E-4,7.348403312574703E-4,4.73363482077408E-5,0.0,20.0,10.0
476,0.02,-0.5300000000000002,-0.001103883640204516,0.0013121635723185754,0.0,0.0,20.0,10.0
477,0.02,-0.5400000000000003,-0.001430630129878738,0.0017005603430634054,9.16990212923601E-5,0.0,20.0,10.0
478,0.02,-0.5500000000000003,-0.001980698859914979,0.002347494945084419,0.0,0.0,20.0,10.0
479,0.02,-0.5600000000000003,-0.0033225559883415853,0.003915869557688297,2.1027147343311882E-4,0.0,20.0,10.0
480,0.02,-0.5700000000000003,-0.0033225559883415853,0.003915869557688297,2.534541640375373E-4,0.0,20.0,10.0
481,0.02,-0.5800000000000003,-0.005778754940055857,0.0067925715962060046,0.0,0.0,20.0,10.0
482,0.02,-0.5900000000000003,-5.880136605670868E-4,6.893953261821017E-4,4.264220282512453E-4,0.0,20.0,10.0
483,0.02,-0.6000000000000003,-0.014133118993837658,0.016488638826143934,5.462377552514442E-4,0.0,20.0,10.0
484,0.02,-0.6100000000000003,-0.014133118993837658,0.016488638826143934,0.0,0.0,20.0,10.0
485,0.02,-0.6200000000000003,0.0,0.0,0.0023273900739606236,0.0,20.0,10.0
486,0.02,-0.6300000000000003,0.0,0.0,2.961646937286783E-4,0.0,20.0,10.0
487,0.02,-0.6400000000000003,-0.04910921436302363,0.056904327753979744,0.0,0.0,20.0,10.0
488,0.02,-0.6500000000000004,-0.07050776368434185,0.08135511194347136,0.0026822205954095094,0.0,20.0,10.0
489,0.02,-0.6600000000000004,-0.007081062371881108,0.008153950610044912,0.0045005453327676284,0.0,20.0,10.0
490,0.02,-0.6700000000000004,-0.014808606717233113,0.01701884652577537,0.008706561059308731,0.0,20.0,10.0
491,0.02,-0.6800000000000004,-0.014808606717233113,0.01701884652577537,0.010340305198598746,0.0,20.0,10.0
492,0.02,-0.6900000000000004,-0.31393166582945814,0.3594290087032927,0.0,0.0,20.0,10.0
493,0.02,-0.7000000000000004,0.0,0.0,0.0,0.0,20.0,10.0
494,0.02,-0.7100000000000004,-0.9383893002421675,1.070556807318529,0.033041876769090386,0.0,20.0,10.0
495,0.02,-0.7200000000000004,-1.693574561198844,1.9287932502542389,0.10459007029844905,0.0,20.0,10.0
496,0.02,-0.7300000000000004,-1.693574561198844,1.9287932502542389,0.02138126511792903,0.0,20.0,10.0
497,0.02,-0.7400000000000004,0.0,0.0,0.0,0.0,20.0,10.0
498,0.02,-0.7500000000000004,-6.8459546810061145,7.758748638473599,0.22819848936687046,0.0,20.0,10.0
499,0.02,-0.7600000000000005,-6.8459546810061145,7.758748638473599,0.0,0.0,20.0,10.0
500,0.02,-0.7700000000000005,-28.306719166754206,31.98291646113786,1.7788241037514891,0.0,20.0,10.0
501,0.02,-0.7800000000000005,-61.04924324075114,68.87606929725767,0.0,0.0,20.0,10.0
502,0.02,-0.7900000000000005,-61.04924324075114,68.87606929725767,3.2145364129953484,0.0,20.0,10.0
503,0.02,-0.8000000000000005,-140.5100048944331,158.07375550623723,0.8549475986561481,0.0,20.0,10.0
504,0.02,-0.8100000000000005,-469.13505690637453,527.0529651664207,14.479477065011551,0.0,20.0,10.0
505,0.02,-0.8200000000000005,-469.13505690637453,527.0529651664207,14.479477065011551,0.0,20.0,10.0
506,0.02,-0.8300000000000005,0.0,0.0,33.390714827098606,0.0,20.0,10.0
507,0.02,-0.8400000000000005,-1282.7718629480041,1435.4827990132426,0.0,0.0,20.0,10.0
508,0.02,-0.8500000000000005,-2522.628177542935,2819.407963136222,0.0,0.0,20.0,10.0
509,0.02,-0.8600000000000005,-4681.943642896646,5232.760542060956,0.0,0.0,20.0,10.0
510,0.02,-0.8700000000000006,-10000.126874108617,11149.566744695812,586.4980444649343,0.0,20.0,10.0
511,0.02,-0.8800000000000006,-10000.126874108617,11149.566744695812,124.93815080363302,0.0,20.0,10.0
512,0.02,-0.8900000000000006,-28118.53427608689,31313.822262005844,0.0,0.0,20.0,10.0
513,0.02,-0.9000000000000006,-444.7798168609338,494.755077182387,1492.492952030946,0.0,20.0,10.0
514,0.02,-0.9100000000000006,-70126.03504960996,77917.81672178884,3946.350675851971,0.0,20.0,10.0
515,0.02,-0.9200000000000006,-132501.3691835031,147061.95920366826,0.0,0.0,20.0,10.0
516,0.02,-0.9300000000000006,-339073.10692078853,375532.580783239,19067.01986154545,0.0,20.0,10.0
517,0.02,-0.9400000000000006,-716919.9467941093,793188.0262402912,19067.01986154545,0.0,20.0,10.0
518,0.02,-0.9500000000000006,-716919.9467941093,793188.0262402912,8008.875324185228,0.0,20.0,10.0
519,0.02,-0.9600000000000006,-2136115.3037842778,2358627.3145951405,0.0,0.0,20.0,10.0
520,0.02,-0.9700000000000006,-9402605.397751886,1.037194616040672E7,231202.70531484118,0.0,20.0,10.0
521,0.02,-0.9800000000000006,-9402605.397751886,1.037194616040672E7,231202.70531484118,0.0,20.0,10.0
522,0.02,-0.9900000000000007,-2.059566014225003E7,2.2676029853588417E7,1534802.6815720215,0.0,20.0,10.0
523,0.02,-0.9800000000000006,-4.068295655134126E7,4.483427864841689E7,0.0,0.0,20.0,10.0
524,0.02,-0.9700000000000006,-1.026882371680713E8,1.1316662871583366E8,0.0,0.0,20.0,10.0
525,0.02,-0.9800000000000006,-2.3504865177522862E8,2.5903320807882336E8,5996139.075898686,0.0,20.0,10.0
526,0.02,-0.9700000000000006,-2.3504865177522862E8,2.5903320807882336E8,1.586304634876505E7,0.0,20.0,10.0
