Tick,Zentralbankzins,Realzins,Investition,Konsum,Staatsausgaben,Aktive Kerdite,Kredit Anfragen,Anzahl Unternehmen
78,0.02,-0.7500000000000004,-1.429900383202722E7,1.6205537676297512E7,0.0,1.0,19.0,10.0
79,0.02,-0.7600000000000005,-3.1253696342604313E7,3.536602480873645E7,1028082.1165330359,1.0,19.0,10.0
80,0.02,-0.7500000000000004,-3.1253696342604313E7,3.536602480873645E7,0.0,1.0,19.0,10.0
81,0.02,-0.7400000000000004,-1.0455588373359399E8,1.1868505721110669E8,3532293.3693781733,1.0,19.0,10.0
82,0.02,-0.7300000000000004,-1.0455588373359399E8,1.1868505721110669E8,5672561.813553071,1.0,19.0,10.0
83,0.02,-0.7200000000000004,0.0,0.0,1.1800885637886096E7,1.0,19.0,10.0
84,0.02,-0.7300000000000004,-3.790444466889016E8,4.3096834349560046E8,2.199058606312953E7,1.0,19.0,10.0
85,0.02,-0.7200000000000004,-3.790444466889016E8,4.3096834349560046E8,2.199058606312953E7,1.0,19.0,10.0
86,0.02,-0.7100000000000004,-1.1498706772257893E9,1.3118242937364638E9,3.8289345521355666E7,1.0,19.0,10.0
87,0.02,-0.7000000000000004,-1.1498706772257893E9,1.3118242937364638E9,6.508227009657258E7,1.0,19.0,10.0
88,0.02,-0.6900000000000004,-1.9295137301638288E9,2.2051585487586613E9,0.0,1.0,19.0,10.0
89,0.02,-0.6800000000000004,-4.312263270586901E9,4.946419633908504E9,2.8057639298095595E7,1.0,19.0,10.0
90,0.02,-0.6700000000000004,-6.472631115902868E9,7.438695461560013E9,0.0,1.0,19.0,10.0
91,0.02,-0.6600000000000004,-1.0610882101578327E10,1.2218591510908375E10,3.749699797612741E8,1.0,19.0,10.0
92,0.02,-0.6500000000000004,-2.013110534254634E10,2.322819847216885E10,0.0,1.0,19.0,10.0
93,0.02,-0.6400000000000003,-3.324085511071672E10,3.8354832820057755E10,0.0,0.0,19.0,10.0
94,0.02,-0.6300000000000003,0.0,0.0,2.185973530132213E9,0.0,20.0,10.0
95,0.02,-0.6200000000000003,-1.0350052071189355E11,1.2019415308477962E11,0.0,0.0,20.0,10.0
96,0.02,-0.6100000000000003,0.0,0.0,0.0,0.0,20.0,10.0
97,0.02,-0.6200000000000003,0.0,0.0,6.091126317447047E9,0.0,20.0,10.0
98,0.02,-0.6100000000000003,0.0,0.0,1.2043228095438074E10,0.0,20.0,10.0
99,0.02,-0.6000000000000003,0.0,0.0,2.40816450576018E9,0.0,20.0,10.0
100,0.02,-0.5900000000000003,-3.400822836834881E11,3.977233487145876E11,1.824813159707477E10,0.0,20.0,10.0
101,0.02,-0.5800000000000003,0.0,0.0,1.824813159707477E10,0.0,20.0,10.0
102,0.02,-0.5900000000000003,0.0,0.0,6.72931886860719E9,0.0,20.0,10.0
103,0.02,-0.6000000000000003,-1.3416552680784968E12,1.565264479424913E12,0.0,0.0,20.0,10.0
104,0.02,-0.5900000000000003,0.0,0.0,0.0,0.0,20.0,10.0
105,0.02,-0.5800000000000003,0.0,0.0,8.385323930950989E10,0.0,20.0,10.0
106,0.02,-0.5700000000000003,-2.477373916523133E12,2.912000919421928E12,1.6418187484237896E10,0.0,20.0,10.0
107,0.02,-0.5600000000000003,-3.062614970720575E12,3.6095105012063936E12,1.3508206387303041E11,0.0,20.0,10.0
108,0.02,-0.5500000000000003,-3.062614970720575E12,3.6095105012063936E12,4.713512021146512E10,0.0,20.0,10.0
109,0.02,-0.5400000000000003,-5.952482366191236E12,7.034751887316916E12,4.713512021146512E10,0.0,20.0,10.0
110,0.02,-0.5300000000000002,-8.115937108653053E12,9.647245997078156E12,0.0,0.0,20.0,10.0
111,0.02,-0.5200000000000002,-1.0508286857979195E13,1.2529111253744424E13,5.052060989413072E11,0.0,20.0,10.0
112,0.02,-0.5100000000000002,0.0,0.0,0.0,0.0,20.0,10.0
113,0.02,-0.5200000000000002,-2.8816561257530383E13,3.435820765320931E13,0.0,0.0,20.0,10.0
114,0.02,-0.5100000000000002,0.0,0.0,1.6857590255208052E12,0.0,20.0,10.0
115,0.02,-0.5000000000000002,-3.708669856145772E13,4.450403827374927E13,0.0,0.0,20.0,10.0
116,0.02,-0.4900000000000002,-3.708669856145772E13,4.450403827374927E13,2.4221124381934795E12,0.0,20.0,10.0
117,0.02,-0.4800000000000002,-4.747340378859222E13,5.716185354136614E13,0.0,0.0,20.0,10.0
118,0.02,-0.4700000000000002,-6.580843778100064E13,7.951852898537575E13,5.295789104081321E12,0.0,20.0,10.0
119,0.02,-0.4600000000000002,-1.2077973675746006E14,1.4703620126995138E14,6.034537217714696E12,0.0,20.0,10.0
120,0.02,-0.4500000000000002,-1.2077973675746006E14,1.4703620126995138E14,0.0,0.0,20.0,10.0
121,0.02,-0.44000000000000017,-1.555793361294623E14,1.9093827615888556E14,8.839735007355809E12,0.0,20.0,10.0
122,0.02,-0.43000000000000016,-2.0420556851960703E14,2.516952356171901E14,2.4134258207255273E13,0.0,20.0,10.0
123,0.02,-0.42000000000000015,-3.0999675614433675E14,3.838055076072741E14,2.8929471114137026E12,0.0,20.0,10.0
124,0.02,-0.41000000000000014,-4.744433262718473E12,5.901612107283954E12,0.0,0.0,20.0,10.0
125,0.02,-0.40000000000000013,-4.744433262718473E12,5.901612107283954E12,0.0,0.0,20.0,10.0
126,0.02,-0.3900000000000001,0.0,0.0,2.24832671940335E13,0.0,20.0,10.0
127,0.02,-0.3800000000000001,0.0,0.0,2.24832671940335E13,0.0,20.0,10.0
128,0.02,-0.3700000000000001,-4.2395381371632306E14,5.35520606799566E14,2.8064974934862797E13,0.0,20.0,10.0
129,0.02,-0.3600000000000001,-4.559962595082006E14,5.792384918077142E14,0.0,0.0,20.0,10.0
130,0.02,-0.3500000000000001,-3.929096490880793E13,5.051695488275305E13,3.991089131030544E13,0.0,20.0,10.0
131,0.02,-0.3400000000000001,0.0,0.0,0.0,0.0,20.0,10.0
132,0.02,-0.3500000000000001,0.0,0.0,4.4401998885761516E13,0.0,20.0,10.0
133,0.02,-0.3400000000000001,-6.216279844006612E14,7.992359799437072E14,3.7795058481545875E13,0.0,20.0,10.0
134,0.02,-0.33000000000000007,-5.743995138336595E14,7.433405473141475E14,0.0,0.0,20.0,10.0
135,0.02,-0.32000000000000006,-4.988947719564056E13,6.5007500588258914E13,0.0,0.0,20.0,10.0
136,0.02,-0.31000000000000005,-7.530677677533409E14,9.959928541253864E14,0.0,0.0,20.0,10.0
137,0.02,-0.30000000000000004,-5.825987651149308E14,7.767983534865744E14,0.0,0.0,20.0,10.0
138,0.02,-0.29000000000000004,-5.724623928929975E14,7.698632180285136E14,9.19537149636587E13,0.0,20.0,10.0
139,0.02,-0.28,-6.345233427168898E14,8.611388222586361E14,0.0,0.0,20.0,10.0
140,0.02,-0.27,-5.3034416111049156E14,7.267679244847476E14,4.910594084356402E13,0.0,20.0,10.0
141,0.02,-0.26,-9.627665486427428E13,1.3330613750437978E14,0.0,0.0,20.0,10.0
142,0.02,-0.25,-4.452747646562865E14,6.233846705188011E14,4.452747646562866E13,0.0,20.0,10.0
143,0.02,-0.24,-4.738756476437671E14,6.713238341620036E14,0.0,0.0,20.0,10.0
144,0.02,-0.22999999999999998,-4.738756476437671E14,6.713238341620036E14,0.0,0.0,20.0,10.0
145,0.02,-0.21999999999999997,-3.191589796563855E14,4.6423124313656075E14,6.372950043637017E13,0.0,20.0,10.0
146,0.02,-0.20999999999999996,-3.191589796563855E14,4.6423124313656075E14,0.0,0.0,20.0,10.0
147,0.02,-0.19999999999999996,-2.8420883072369225E14,4.195463691635458E14,0.0,0.0,20.0,10.0
148,0.02,-0.18999999999999995,-2.4029034105973316E14,3.6043551158959975E14,0.0,0.0,20.0,10.0
149,0.02,-0.17999999999999994,-2.166423913610358E14,3.306647026036862E14,0.0,0.0,20.0,10.0
150,0.02,-0.16999999999999993,-1.2313872486572327E14,1.9557326890438406E14,0.0,0.0,20.0,10.0
151,0.02,-0.15999999999999992,-1.0259622060161686E14,1.6671885847762734E14,0.0,0.0,20.0,10.0
152,0.02,-0.1499999999999999,-1.0259622060161686E14,1.6671885847762734E14,8.487073031003374E12,0.0,20.0,10.0
153,0.02,-0.1399999999999999,-4.752760897361886E12,8.147590109763235E12,0.0,0.0,20.0,10.0
154,0.02,-0.1299999999999999,-4.752760897361886E12,8.147590109763235E12,0.0,0.0,20.0,10.0
155,0.02,-0.1199999999999999,-1.9076459910383086E13,3.4973509835702336E13,3.974262481329812E12,0.0,20.0,10.0
156,0.02,-0.1099999999999999,-1.9076459910383086E13,3.4973509835702336E13,0.0,0.0,20.0,10.0
157,0.02,-0.09999999999999991,-1.4694479871348688E13,2.938895974269739E13,0.0,0.0,20.0,10.0
158,0.02,-0.08999999999999991,-5.544954702155105E12,1.1706015482327451E13,1.4722159239992715E12,0.0,20.0,10.0
159,0.02,-0.07999999999999992,-4.7110909567976636E11,1.059995465279475E12,9.057776017207577E11,0.0,20.0,10.0
160,0.02,-0.06999999999999992,-3.412100252479458E12,8.286529184592972E12,0.0,0.0,20.0,10.0
161,0.02,-0.05999999999999992,-1.22006712803964E12,2.96302016809627E12,0.0,0.0,20.0,10.0
162,0.02,-0.04999999999999992,-5.330967879873113E11,1.5992903639619358E12,0.0,0.0,20.0,10.0
163,0.02,-0.03999999999999992,-2.221023527256345E11,7.773582345397217E11,0.0,0.0,20.0,10.0
164,0.02,-0.029999999999999916,-2.221023527256345E11,7.773582345397217E11,6.832651856797218E10,0.0,20.0,10.0
165,0.02,-0.019999999999999914,-6.6768639483397675E10,4.0061183690038763E11,0.0,0.0,20.0,10.0
166,0.02,-0.009999999999999913,0.0,0.0,0.0,0.0,20.0,10.0
167,0.02,-0.019999999999999914,0.0,0.0,1.1509164215980213E10,0.0,20.0,10.0
168,0.02,-0.009999999999999913,-4.603665686392049E9,5.064032255031289E10,4.667718997372032E9,0.0,20.0,10.0
169,0.02,8.673617379884035E-17,-2.3274541675880027E9,2.5601995843468216E10,2.3469096545744033E9,0.0,20.0,10.0
170,0.02,0.010000000000000087,1.0812655091285706E-5,1.2405904612694494E10,0.0,0.0,20.0,10.0
171,0.02,0.020000000000000087,7.489655152533334E8,2.995862061013318E9,0.0,0.0,20.0,10.0
172,0.02,0.03000000000000009,3.734376430173276E8,8.713545003737605E8,9.283067121458645E7,0.0,20.0,10.0
173,0.02,0.04000000000000009,3.734376430173276E8,8.713545003737605E8,0.0,0.0,20.0,10.0
174,0.02,0.05000000000000009,3.163964135711374E8,3.163964135711363E8,2.496466486474615E7,0.0,20.0,10.0
175,0.02,0.060000000000000095,5.8614489343626134E7,3.907632622908393E7,2.192623740670291E7,0.0,20.0,10.0
176,0.02,0.07000000000000009,5.8614489343626134E7,3.907632622908393E7,0.0,0.0,20.0,10.0
177,0.02,0.08000000000000008,1.6170265273840271E7,4042566.3184600673,0.0,0.0,20.0,10.0
178,0.02,0.07000000000000009,915386.9303695341,228846.73259238343,775138.5869856343,0.0,20.0,10.0
179,0.02,0.08000000000000008,2387426.8479157565,1023182.9348210344,0.0,0.0,20.0,10.0
180,0.02,0.09000000000000008,344067.0776841784,86016.76942104459,0.0,0.0,20.0,10.0
181,0.02,0.08000000000000008,0.0,0.0,0.0,0.0,20.0,10.0
182,0.02,0.07000000000000009,1499.0636596187996,642.4558541223402,2908.6527140508633,0.0,20.0,10.0
183,0.02,0.06000000000000009,6980.766513722081,4653.84434248137,3567.0943453349487,0.0,20.0,10.0
184,0.02,0.050000000000000086,6980.766513722081,4653.84434248137,207.501240165969,0.0,20.0,10.0
185,0.02,0.040000000000000084,33.200198426555104,49.80029763983249,0.0,0.0,20.0,10.0
186,0.02,0.030000000000000082,219.81505681301152,512.9017992303583,53.68387079674085,0.0,20.0,10.0
187,0.02,0.02000000000000008,219.81505681301152,512.9017992303583,13.091912587319925,0.0,20.0,10.0
188,0.02,0.01000000000000008,29.381344688986953,264.4321022008804,16.093571819422078,0.0,20.0,10.0
189,0.02,7.979727989493313E-17,5.329070518200751E-15,6.437428727768825,0.0,0.0,20.0,10.0
190,0.02,-0.00999999999999992,5.329070518200751E-15,6.437428727768825,0.0,0.0,20.0,10.0
191,0.02,-0.01999999999999992,-2.6489080126100357,29.137988138710615,2.3556438917395113,0.0,20.0,10.0
192,0.02,-0.029999999999999923,0.0,0.0,0.8257736834345251,0.0,20.0,10.0
193,0.02,-0.039999999999999925,0.0,0.0,0.8257736834345251,0.0,20.0,10.0
194,0.02,-0.049999999999999926,-0.03247587504098254,0.09742762512294771,0.0,0.0,20.0,10.0
195,0.02,-0.05999999999999993,-0.755106224818589,2.0136165995162387,0.0,0.0,20.0,10.0
196,0.02,-0.06999999999999992,-0.755106224818589,2.0136165995162387,0.16089036228190404,0.0,20.0,10.0
197,0.02,-0.07999999999999992,-0.5385887406181663,1.3080012272155475,0.026462856421121162,0.0,20.0,10.0
198,0.02,-0.08999999999999991,0.0,0.0,0.0,0.0,20.0,10.0
199,0.02,-0.09999999999999991,0.0,0.0,0.01186960284003646,0.0,20.0,10.0
200,0.02,-0.1099999999999999,-0.29164876688021973,0.5832975337604397,0.0,0.0,20.0,10.0
201,0.02,-0.1199999999999999,-0.14490346061580403,0.2766338793574442,0.01913002821626707,0.0,20.0,10.0
202,0.02,-0.1299999999999999,-0.09182413543808186,0.16834424830315015,0.01913002821626707,0.0,20.0,10.0
203,0.02,-0.1399999999999999,-0.04335852000175876,0.07432889143158647,0.0,0.0,20.0,10.0
204,0.02,-0.1499999999999999,-0.04335852000175876,0.07432889143158647,0.0,0.0,20.0,10.0
205,0.02,-0.15999999999999992,-0.04700434995473644,0.07638206867644672,0.00479685711057101,0.0,20.0,10.0
206,0.02,-0.16999999999999993,-0.039524266866534194,0.06277383561155431,0.0,0.0,20.0,10.0
207,0.02,-0.17999999999999994,-0.029102630211491985,0.0462218244535461,0.0,0.0,20.0,10.0
208,0.02,-0.18999999999999995,-0.020959712892414765,0.0319911407305278,0.0,0.0,20.0,10.0
209,0.02,-0.19999999999999996,-0.020002901612840924,0.030004352419261384,0.0,0.0,20.0,10.0
210,0.02,-0.20999999999999996,-0.018074785339064536,0.026681825976714316,0.0016327109933629575,0.0,20.0,10.0
211,0.02,-0.21999999999999997,-0.018074785339064536,0.026681825976714316,0.0,0.0,20.0,10.0
212,0.02,-0.22999999999999998,-2.8447699900465903E-4,4.0816265074581514E-4,0.0,0.0,20.0,10.0
213,0.02,-0.24,-0.01385069931269933,0.019621824026324054,0.0,0.0,20.0,10.0
214,0.02,-0.25,-0.01385069931269933,0.019621824026324054,0.0012195298034223413,0.0,20.0,10.0
215,0.02,-0.26,-0.012195298034223413,0.017073417247912778,0.0,0.0,20.0,10.0
216,0.02,-0.27,-0.010982936417033979,0.015050690645565084,0.001016938557132776,0.0,20.0,10.0
217,0.02,-0.28,-0.010982936417033979,0.015050690645565084,0.0,0.0,20.0,10.0
218,0.02,-0.29000000000000004,-0.011611808130940149,0.01575888246341877,0.0,0.0,20.0,10.0
219,0.02,-0.30000000000000004,-0.012392540096080002,0.016523386794773335,0.0010327116746733337,0.0,20.0,10.0
220,0.02,-0.31000000000000005,-0.001280562476594934,0.0016936471464642675,0.0,0.0,20.0,10.0
221,0.02,-0.32000000000000006,-0.001280562476594934,0.0016936471464642675,0.0010203961779740194,0.0,20.0,10.0
222,0.02,-0.33000000000000007,-0.013469229549257057,0.017550814261153135,2.520493484183233E-4,0.0,20.0,10.0
223,0.02,-0.3400000000000001,-0.020118952251176016,0.02603629114858072,0.0015280238451095894,0.0,20.0,10.0
224,0.02,-0.3500000000000001,-0.020002876336831153,0.025717983861640047,0.0,0.0,20.0,10.0
225,0.02,-0.3600000000000001,-0.02524941002788083,0.03226313503562551,0.0,0.0,20.0,10.0
226,0.02,-0.3700000000000001,0.0,0.0,0.0018136793409168192,0.0,20.0,10.0
227,0.02,-0.3800000000000001,-0.03614885277293106,0.04566170876580765,0.0,0.0,20.0,10.0
228,0.02,-0.3900000000000001,-5.9774008820861E-4,7.510067774928689E-4,0.002080554719990188,0.0,20.0,10.0
229,0.02,-0.40000000000000013,-0.03661776307182733,0.04577220383978415,0.0027217861168945885,0.0,20.0,10.0
230,0.02,-0.41000000000000014,-0.03661776307182733,0.04577220383978415,0.0,0.0,20.0,10.0
231,0.02,-0.42000000000000015,-0.05959595758132899,0.0737854712911692,5.534136988760098E-4,0.0,20.0,10.0
232,0.02,-0.43000000000000016,-0.061129001819977824,0.07534504875485637,0.007415626009744579,0.0,20.0,10.0
233,0.02,-0.44000000000000017,-0.09927178976935647,0.1218335601714829,0.005640442600531614,0.0,20.0,10.0
234,0.02,-0.4500000000000002,-0.01015279668095691,0.012408973721169555,0.0,0.0,20.0,10.0
235,0.02,-0.4600000000000002,-0.15327016562385212,0.18658976684642864,0.009468065774898546,0.0,20.0,10.0
236,0.02,-0.4700000000000002,-0.19579960022490206,0.23745908963445567,0.0,0.0,20.0,10.0
237,0.02,-0.4800000000000002,-0.34154831981872363,0.4127042197809577,0.0031995139213322945,0.0,20.0,10.0
238,0.02,-0.4900000000000002,-0.34154831981872363,0.4127042197809577,0.0031995139213322945,0.0,20.0,10.0
239,0.02,-0.5000000000000002,-0.44121294557559787,0.5294555346907174,0.0,0.0,20.0,10.0
240,0.02,-0.5100000000000002,-0.06002286362411351,0.07179205257001811,0.0,0.0,20.0,10.0
241,0.02,-0.5200000000000002,-0.06002286362411351,0.07179205257001811,0.0,0.0,20.0,10.0
242,0.02,-0.5300000000000002,-1.1171177719879701,1.3319481127548876,0.0,0.0,20.0,10.0
243,0.02,-0.5400000000000003,-0.13604904822939934,0.16124331642002884,0.09705353319031129,0.0,20.0,10.0
244,0.02,-0.5500000000000003,-2.7855762256543275,3.292044630318751,0.01985821465676334,0.0,20.0,10.0
245,0.02,-0.5600000000000003,0.0,0.0,0.0,0.0,20.0,10.0
246,0.02,-0.5700000000000003,0.0,0.0,0.15612987304795603,0.0,20.0,10.0
247,0.02,-0.5800000000000003,-4.756615089570424,5.576721139496359,0.0,0.0,20.0,10.0
248,0.02,-0.5900000000000003,-6.9826543023374015,8.166155031547131,0.0,0.0,20.0,10.0
249,0.02,-0.6000000000000003,0.0,0.0,0.5142079587501385,0.0,20.0,10.0
250,0.02,-0.6100000000000003,-12.340991010003332,14.397822845003885,0.6968673804852709,0.0,20.0,10.0
251,0.02,-0.6200000000000003,-30.336418001896764,35.22938864736398,1.1535559233182775,0.0,20.0,10.0
252,0.02,-0.6300000000000003,-30.336418001896764,35.22938864736398,1.9621580841015043,0.0,20.0,10.0
253,0.02,-0.6400000000000003,-5.023124695299854,5.807987928940456,0.0,0.0,20.0,10.0
254,0.02,-0.6500000000000004,-5.023124695299854,5.807987928940456,0.0,0.0,20.0,10.0
255,0.02,-0.6600000000000004,-116.66755969169694,134.3444626752874,0.0,0.0,20.0,10.0
256,0.02,-0.6700000000000004,-1.9857139678252804,2.2865797205260803,0.0,0.0,20.0,10.0
257,0.02,-0.6800000000000004,-323.84607939787105,371.47050283873443,11.801063796878044,0.0,20.0,10.0
258,0.02,-0.6900000000000004,0.0,0.0,0.0,0.0,20.0,10.0
259,0.02,-0.7000000000000004,0.0,0.0,0.0,0.0,20.0,10.0
260,0.02,-0.7100000000000004,-795.7743466109903,907.8552404998621,0.0,0.0,20.0,10.0
261,0.02,-0.7200000000000004,-2271.6346445782583,2587.1394563252384,0.0,0.0,20.0,10.0
262,0.02,-0.7300000000000004,-2271.6346445782583,2587.1394563252384,132.38277958953577,0.0,20.0,10.0
263,0.02,-0.7400000000000004,-7661.849302533636,8697.23434341656,245.60798226177724,0.0,20.0,10.0
264,0.02,-0.7500000000000004,-7661.849302533636,8697.23434341656,0.0,0.0,20.0,10.0
265,0.02,-0.7600000000000005,-746.6482660758032,844.8914589805141,490.8343850101383,0.0,20.0,10.0
266,0.02,-0.7700000000000005,-19979.00822532724,22573.684618226882,108.75127471375794,0.0,20.0,10.0
267,0.02,-0.7800000000000005,-38226.97708581335,43127.87158399455,0.0,0.0,20.0,10.0
